,school_name,school_code,f_teacher_count,m_teacher_count,year,percent_male
803,Lawrence - Performing & Fine Arts High School,1490535,15.8,12.0,10.0,0.4316546762589928
809,Lawrence Family Development Charter (District) - Lawrence Family Development Charter School,4540205,45.0,6.0,10.0,0.11764705882352941
810,Lee - Lee Elementary,1500025,29.0,0.0,10.0,0.0
811,Lee - Lee Middle/High School,1500505,22.8,15.0,10.0,0.39682539682539686
812,Leicester - Leicester High,1510505,24.7,13.7,10.0,0.3567708333333333
816,Lenox - Lenox Memorial High,1520505,24.1,12.7,10.0,0.34510869565217395
817,Lenox - Morris,1520015,24.9,1.0,10.0,0.03861003861003861
822,Leominster - Leominster Senior High,1530505,58.7,33.6,10.0,0.3640303358613218
830,Lexington - Bowman,1550008,28.8,5.0,10.0,0.14792899408284024
831,Lexington - Bridge,1550006,19.8,7.3,10.0,0.26937269372693723
832,Lexington - Fiske,1550015,25.6,5.9,10.0,0.1873015873015873
833,Lexington - Harrington,1550030,27.3,2.9,10.0,0.09602649006622517
834,Lexington - Jonas Clarke Middle,1550305,36.3,23.6,10.0,0.3939899833055092
835,Lexington - Joseph Estabrook,1550010,26.3,2.2,10.0,0.07719298245614035
836,Lexington - Lexington High,1550505,89.3,52.9,10.0,0.37201125175808725
837,Lexington - Maria Hastings,1550035,24.5,1.4,10.0,0.05405405405405406
838,Lexington - Wm Diamond Middle,1550310,42.1,17.6,10.0,0.2948073701842546
839,Lincoln - Hanscom Middle,1570305,22.1,4.0,10.0,0.1532567049808429
841,Lincoln - Lincoln School,1570025,47.7,11.0,10.0,0.18739352640545143
842,Lincoln-Sudbury - Lincoln-Sudbury Reg High,6950505,62.3,47.4,10.0,0.4320875113947129
843,Littleton - Littleton High School,1580505,23.2,8.3,10.0,0.2634920634920635
844,Littleton - Littleton Middle School,1580305,14.7,7.1,10.0,0.32568807339449546
845,Littleton - Russell St Elementary,1580015,21.5,1.2,10.0,0.05286343612334802
847,Longmeadow - Blueberry Hill,1590005,28.0,1.0,10.0,0.034482758620689655
848,Longmeadow - Center,1590010,24.0,0.5,10.0,0.02040816326530612
849,Longmeadow - Glenbrook Middle,1590017,27.6,3.5,10.0,0.11254019292604502
850,Longmeadow - Longmeadow High,1590505,40.9,28.6,10.0,0.4115107913669065
851,Longmeadow - Williams Middle,1590305,22.6,3.5,10.0,0.13409961685823754
852,Longmeadow - Wolf Swamp Road,1590025,24.6,1.5,10.0,0.05747126436781609
867,Lowell - Lowell High,1600505,131.2,92.7,10.0,0.4140241179097812
878,Ludlow - Ludlow Senior High,1610505,42.2,29.3,10.0,0.4097902097902098
881,Lunenburg - Lunenburg High,1620505,22.9,15.4,10.0,0.40208877284595307
884,Lunenburg - Turkey Hill Middle,1620020,19.1,5.8,10.0,0.2329317269076305
890,Lynn - Classical High,1630505,40.2,33.3,10.0,0.45306122448979586
899,Lynn - Lynn English High,1630510,51.2,42.8,10.0,0.4553191489361702
909,Lynnfield - Huckleberry Hill,1640010,22.3,0.0,10.0,0.0
910,Lynnfield - Lynnfield High,1640505,27.8,16.8,10.0,0.37668161434977576
911,Lynnfield - Lynnfield Middle School,1640405,33.3,7.0,10.0,0.17369727047146402
913,Lynnfield - Summer Street,1640020,22.3,3.0,10.0,0.11857707509881422
921,Malden - Malden High,1650505,72.6,34.6,10.0,0.3227611940298508
923,Manchester Essex Regional - Essex Elementary,6980020,13.4,5.0,10.0,0.27173913043478265
924,Manchester Essex Regional - Manchester Essex Regional High School,6980510,18.6,17.3,10.0,0.48189415041782724
925,Manchester Essex Regional - Manchester Essex Regional Middle School,6980030,14.1,5.0,10.0,0.2617801047120419
926,Manchester Essex Regional - Manchester Memorial Elementary,6980010,27.5,1.4,10.0,0.04844290657439446
930,Mansfield - Mansfield High,1670505,45.8,27.0,10.0,0.3708791208791209
937,Marblehead - Marblehead High,1680505,32.1,30.6,10.0,0.4880382775119617
940,Marblehead Community Charter Public (District) - Marblehead Community Charter Public School,4640305,12.0,4.0,10.0,0.25
945,Marlborough - Marlborough High,1700505,77.5,45.9,10.0,0.3719611021069692
948,Marshfield - Daniel Webster,1710015,21.8,3.0,10.0,0.12096774193548386
949,Marshfield - Eames Way School,1710005,20.4,1.0,10.0,0.04672897196261683
950,Marshfield - Furnace Brook Middle,1710310,47.8,17.0,10.0,0.2623456790123457
951,Marshfield - Gov Edward Winslow,1710020,23.8,3.0,10.0,0.11194029850746269
952,Marshfield - Marshfield High,1710505,59.7,32.8,10.0,0.3545945945945946
953,Marshfield - Martinson Elementary,1710025,24.9,2.0,10.0,0.07434944237918216
954,Marshfield - South River,1710010,19.8,5.0,10.0,0.20161290322580644
956,Marthas Vineyard - Marthas Vineyard Reg High,7000505,37.7,35.6,10.0,0.485675306957708
959,Masconomet - Masconomet Regional HS,7050505,45.0,34.9,10.0,0.4367959949937421
961,Mashpee - Mashpee High,1720505,20.9,23.4,10.0,0.5282167042889391
970,Medfield - Medfield Senior High,1750505,41.2,19.1,10.0,0.3167495854063018
985,Medway - Medway High,1770505,35.2,21.8,10.0,0.3824561403508772
986,Medway - Medway Middle,1770305,44.4,12.2,10.0,0.21554770318021202
987,Medway - Memorial Elementary,1770015,24.2,1.6,10.0,0.06201550387596899
992,Melrose - Melrose High,1780505,41.8,21.2,10.0,0.3365079365079365
996,Mendon-Upton - Henry P Clough,7100179,28.5,1.0,10.0,0.03389830508474576
997,Mendon-Upton - Memorial School,7100001,31.0,1.0,10.0,0.03125
998,Mendon-Upton - Miscoe Hill School,7100015,45.9,14.6,10.0,0.24132231404958676
999,Mendon-Upton - Nipmuc Regional High,7100510,31.3,26.0,10.0,0.4537521815008726
1000,Methuen - Comprehensive Grammar School,1810050,65.8,15.9,10.0,0.19461444308445533
1001,Methuen - Donald P Timony Grammar,1810060,80.3,17.4,10.0,0.1780962128966223
1002,Methuen - Marsh Grammar School,1810030,77.5,9.8,10.0,0.11225658648339062
1003,Methuen - Methuen High,1810505,81.7,51.6,10.0,0.3870967741935484
1005,Methuen - Tenney Grammar School,1810055,80.9,10.7,10.0,0.11681222707423579
1010,Middleborough - Middleborough High,1820505,26.5,30.5,10.0,0.5350877192982456
1023,Millis - Clyde F Brown,1870005,30.5,1.0,10.0,0.031746031746031744
1024,Millis - Millis High School,1870505,12.9,9.2,10.0,0.41628959276018096
1025,Millis - Millis Middle,1870020,22.0,5.6,10.0,0.20289855072463767
1030,Milton - Milton High,1890505,40.7,28.0,10.0,0.40756914119359533
1032,Minuteman Regional Vocational Technical - Minuteman Regional High,8300605,28.3,41.1,10.0,0.5922190201729106
1033,Mohawk Trail - Buckland-Shelburne Reg,7170005,16.0,2.1,10.0,0.11602209944751381
1036,Mohawk Trail - Mohawk Trail Reg High,7170505,27.7,18.3,10.0,0.3978260869565218
1039,Monson - Monson High School,1910505,18.0,12.2,10.0,0.40397350993377484
1041,Montachusett Regional Vocational Technical - Montachusett Reg Voc Tech,8320605,38.9,64.4,10.0,0.6234269119070668
1043,Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,4700105,54.0,34.0,10.0,0.38636363636363635
1047,Nantucket - Nantucket High,1970505,25.6,12.0,10.0,0.3191489361702127
1048,Narragansett - Baldwinville Elementary,7200005,10.7,0.0,10.0,0.0
1050,Narragansett - Narragansett Middle,7200305,23.0,12.0,10.0,0.34285714285714286
1051,Narragansett - Narragansett Reg High,7200505,24.1,13.0,10.0,0.3504043126684636
1054,Nashoba - Center School,7250020,15.8,2.2,10.0,0.12222222222222223
1055,Nashoba - Florence Sawyer Sch,7250025,40.8,10.0,10.0,0.1968503937007874
1056,Nashoba - Hale,7250310,11.4,6.3,10.0,0.3559322033898305
1057,Nashoba - Luther Burbank Middle School,7250305,13.1,5.1,10.0,0.2802197802197802
1058,Nashoba - Mary Rowlandson Elementary,7250010,26.7,5.7,10.0,0.17592592592592593
1059,Nashoba - Nashoba Regional,7250505,40.9,20.3,10.0,0.33169934640522875
1061,Nashoba Valley Regional Vocational Technical - Nashoba Valley Tech H S,8520605,20.6,31.4,10.0,0.6038461538461538
1068,Natick - Natick High,1980505,51.1,29.3,10.0,0.3644278606965174
1070,Nauset - Nauset Reg Middle,6600305,33.0,10.0,10.0,0.23255813953488372
1071,Nauset - Nauset Regional High,6600505,47.2,30.9,10.0,0.39564660691421255
1072,Needham - Broadmeadow,1990005,27.7,3.0,10.0,0.09771986970684039
1074,Needham - Hillside Elementary,1990035,19.8,1.6,10.0,0.07476635514018691
1075,Needham - John Eliot,1990020,18.1,1.7,10.0,0.08585858585858586
1076,Needham - Needham High,1990505,48.4,41.8,10.0,0.4634146341463415
1077,Needham - Newman Elem,1990050,35.4,2.5,10.0,0.06596306068601583
1078,Needham - Pollard Middle,1990405,38.8,10.9,10.0,0.21931589537223342
1079,Needham - William Mitchell,1990040,20.7,3.8,10.0,0.15510204081632653
1099,New Bedford - New Bedford High,2010505,107.4,89.8,10.0,0.45537525354969577
1114,Newburyport - Newburyport High,2040505,30.7,17.5,10.0,0.3630705394190871
1131,Newton - Newton North High,2070505,69.0,63.6,10.0,0.4796380090497738
1132,Newton - Newton South High,2070510,63.3,48.8,10.0,0.43532560214094557
1138,Norfolk - Freeman-Centennial,2080005,31.3,2.0,10.0,0.060060060060060066
1140,Norfolk County Agricultural - Norfolk County Agr,9150705,23.4,18.4,10.0,0.44019138755980863
1145,North Andover - Annie L Sargent School,2110018,31.7,0.9,10.0,0.027607361963190184
1146,North Andover - Atkinson,2110001,23.0,2.6,10.0,0.1015625
1147,North Andover - Franklin,2110010,28.3,0.8,10.0,0.027491408934707903
1148,North Andover - Kittredge,2110015,11.9,2.3,10.0,0.1619718309859155
1149,North Andover - North Andover High,2110505,45.7,33.0,10.0,0.4193138500635324
1150,North Andover - North Andover Middle,2110305,38.0,17.5,10.0,0.3153153153153153
1151,North Andover - Thomson,2110020,19.2,0.0,10.0,0.0
1153,North Attleborough - Amvet Boulevard,2120007,21.4,0.0,10.0,0.0
1154,North Attleborough - Community,2120030,21.4,0.0,10.0,0.0
1155,North Attleborough - Falls,2120010,14.2,0.6,10.0,0.04054054054054054
1156,North Attleborough - Joseph W Martin Jr Elem,2120013,37.1,0.7,10.0,0.018518518518518514
1157,North Attleborough - North Attleboro High,2120505,45.4,28.4,10.0,0.38482384823848237
1159,North Attleborough - North Attleborough Middle,2120305,50.0,22.0,10.0,0.3055555555555556
1164,North Middlesex - Ashby Elementary,7350010,14.5,0.4,10.0,0.026845637583892617
1165,North Middlesex - Hawthorne Brook,7350030,29.1,15.7,10.0,0.3504464285714286
1166,North Middlesex - Nissitissit Middle School,7350310,34.1,13.4,10.0,0.28210526315789475
1167,North Middlesex - North Middlesex Reg,7350505,46.2,28.5,10.0,0.38152610441767065
1170,North Middlesex - Varnum Brook,7350035,43.7,4.8,10.0,0.09896907216494845
1174,North Reading - North Reading High,2170505,27.8,23.0,10.0,0.45275590551181105
1177,Northampton - Bridge Street,2100005,16.5,2.0,10.0,0.10810810810810811
1178,Northampton - Jackson Street,2100020,16.6,3.0,10.0,0.1530612244897959
1179,Northampton - John F Kennedy Middle School,2100410,30.0,19.4,10.0,0.39271255060728744
1180,Northampton - Leeds,2100025,19.4,1.0,10.0,0.04901960784313726
1181,Northampton - Northampton High,2100505,26.9,20.2,10.0,0.4288747346072187
1182,Northampton - R. K. Finn Ryan Road,2100029,16.5,1.0,10.0,0.05714285714285714
1183,Northampton-Smith Vocational Agricultural - Smith Voc and Agr High,4060705,20.1,29.8,10.0,0.597194388777555
1184,Northboro-Southboro - Algonquin Reg High,7300505,70.9,24.5,10.0,0.25681341719077566
1185,Northborough - Fannie E Proctor,2130015,18.0,2.0,10.0,0.1
1186,Northborough - Lincoln Street,2130003,17.0,2.0,10.0,0.10526315789473684
1187,Northborough - Marguerite E Peaslee,2130014,18.3,2.0,10.0,0.09852216748768472
1188,Northborough - Marion E Zeh,2130020,15.8,2.6,10.0,0.14130434782608695
1189,Northborough - Robert E. Melican Middle School,2130305,33.8,12.6,10.0,0.27155172413793105
1191,Northbridge - Northbridge High,2140505,29.8,20.3,10.0,0.405189620758483
1192,Northbridge - Northbridge Middle,2140305,36.8,12.0,10.0,0.24590163934426232
1193,Northbridge - W Edward Balmer,2140001,31.6,1.1,10.0,0.03363914373088685
1194,Northeast Metropolitan Regional Vocational Technical - Northeast Metro Reg Voc,8530605,39.9,72.8,10.0,0.6459627329192547
1195,Northern Berkshire Regional Vocational Technical - Charles McCann Voc Tech,8510605,18.5,24.9,10.0,0.5737327188940092
1196,Norton - Henri A. Yelle,2180060,26.2,1.6,10.0,0.05755395683453238
1199,Norton - Norton High,2180505,29.0,20.8,10.0,0.4176706827309237
1200,Norton - Norton Middle,2180305,34.5,12.0,10.0,0.25806451612903225
1202,Norwell - Norwell High,2190505,17.4,24.1,10.0,0.5807228915662651
1212,Norwood - Norwood High,2200505,44.6,29.4,10.0,0.3972972972972973
1214,Old Colony Regional Vocational Technical - Old Colony Reg Voc Tech,8550605,18.5,31.0,10.0,0.6262626262626263
1215,Old Rochester - Old Rochester Reg High,7400505,30.0,16.0,10.0,0.34782608695652173
1220,Orleans - Orleans Elementary,2240005,19.9,1.6,10.0,0.07441860465116279
1222,Oxford - Clara Barton,2260005,24.5,0.0,10.0,0.0
1223,Oxford - Oxford High,2260505,22.5,17.1,10.0,0.4318181818181818
1224,Oxford - Oxford Middle,2260405,31.5,7.0,10.0,0.18181818181818182
1225,Palmer - Converse Middle,2270305,23.7,2.7,10.0,0.10227272727272728
1226,Palmer - Old Mill Pond,2270008,41.0,4.0,10.0,0.08888888888888889
1227,Palmer - Palmer High,2270505,31.4,17.0,10.0,0.3512396694214876
1228,Pathfinder Regional Vocational Technical - Pathfinder Voc Tech,8600605,24.0,44.4,10.0,0.6491228070175438
1229,Peabody - Captain Samuel Brown,2290005,26.1,2.3,10.0,0.08098591549295774
1230,Peabody - Center,2290015,21.7,1.0,10.0,0.04405286343612335
1231,Peabody - J Henry Higgins Middle,2290305,66.2,26.0,10.0,0.28199566160520606
1232,Peabody - John E Burke,2290007,20.0,0.5,10.0,0.024390243902439025
1233,Peabody - John E. McCarthy,2290016,23.0,1.3,10.0,0.053497942386831275
1234,Peabody - Peabody Veterans Memorial High,2290510,68.4,53.6,10.0,0.439344262295082
1235,Peabody - South Memorial,2290035,16.1,2.9,10.0,0.15263157894736842
1236,Peabody - Thomas Carroll,2290010,29.2,2.8,10.0,0.0875
1237,Peabody - West Memorial,2290045,19.9,0.2,10.0,0.009950248756218907
1238,Peabody - William A Welch Sr,2290027,18.3,2.0,10.0,0.09852216748768472
1244,Pembroke - Pembroke High School,2310505,36.7,19.8,10.0,0.3504424778761062
1250,Pentucket - Pentucket Reg Sr High,7450505,35.0,20.4,10.0,0.3682310469314079
1260,Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public,4790505,15.1,17.8,10.0,0.541033434650456
1266,Pittsfield - Pittsfield High,2360505,33.6,24.7,10.0,0.4236706689536878
1270,Pittsfield - Taconic High,2360510,33.0,18.2,10.0,0.35546874999999994
1283,Plymouth - Plymouth North High,2390505,39.5,27.0,10.0,0.40601503759398494
1284,Plymouth - Plymouth South High,2390515,59.6,52.5,10.0,0.4683318465655665
1292,Quabbin - Hardwick Elem,7530005,15.5,2.0,10.0,0.11428571428571428
1293,Quabbin - Hubbardston Center,7530010,19.2,5.6,10.0,0.22580645161290325
1295,Quabbin - Oakham Center,7530025,14.0,2.5,10.0,0.15151515151515152
1296,Quabbin - Quabbin Regional High School,7530505,32.7,31.4,10.0,0.48985959438377535
1297,Quabbin - Quabbin Regional Middle School,7530405,22.0,11.6,10.0,0.34523809523809523
1298,Quabbin - Ruggles Lane,7530030,27.2,2.7,10.0,0.09030100334448161
1299,Quaboag Regional - Quaboag Regional High,7780505,26.1,18.1,10.0,0.4095022624434389
1302,Quincy - Atherton Hough,2430040,16.8,3.4,10.0,0.16831683168316833
1303,Quincy - Atlantic Middle,2430305,28.1,8.3,10.0,0.22802197802197802
1304,Quincy - Beechwood Knoll Elem,2430020,20.1,1.7,10.0,0.07798165137614678
1305,Quincy - Broad Meadows Middle,2430310,16.1,8.7,10.0,0.3508064516129032
1306,Quincy - Central Middle,2430315,28.2,10.8,10.0,0.27692307692307694
1307,Quincy - Charles A Bernazzani Elem,2430025,19.7,2.0,10.0,0.09216589861751152
1308,Quincy - Clifford H Marshall Elem,2430055,40.7,1.0,10.0,0.023980815347721823
1309,Quincy - Francis W Parker,2430075,23.2,1.8,10.0,0.07200000000000001
1310,Quincy - Lincoln-Hancock Comm Sch,2430035,43.8,1.7,10.0,0.03736263736263736
1311,Quincy - Merrymount,2430060,18.0,1.1,10.0,0.05759162303664921
1312,Quincy - Montclair,2430065,21.2,2.3,10.0,0.0978723404255319
1313,Quincy - North Quincy High,2430510,61.7,47.9,10.0,0.437043795620438
1314,Quincy - Point Webster Middle,2430325,24.0,7.1,10.0,0.22829581993569129
1315,Quincy - Quincy High,2430505,55.8,56.5,10.0,0.5031166518254675
1316,Quincy - Reay E Sterling Middle,2430320,22.0,8.5,10.0,0.2786885245901639
1317,Quincy - Snug Harbor Comm School,2430090,28.0,2.2,10.0,0.07284768211920531
1318,Quincy - Squantum,2430095,22.4,3.1,10.0,0.12156862745098039
1319,Quincy - Wollaston School,2430110,20.4,1.9,10.0,0.0852017937219731
1321,Randolph - Elizabeth G Lyons Elem,2440020,23.2,1.0,10.0,0.04132231404958678
1322,Randolph - J F Kennedy Elem,2440018,32.6,2.0,10.0,0.057803468208092484
1323,Randolph - Margaret L Donovan,2440015,30.4,1.7,10.0,0.0529595015576324
1324,Randolph - Martin E Young Elem,2440040,23.8,3.0,10.0,0.11194029850746269
1325,Randolph - Randolph Community Middle,2440410,33.7,9.0,10.0,0.21077283372365338
1326,Randolph - Randolph High,2440505,37.3,19.0,10.0,0.3374777975133215
1332,Reading - Reading Memorial High,2460505,53.7,26.8,10.0,0.3329192546583851
1341,Revere - Revere High,2480505,58.8,40.2,10.0,0.40606060606060607
1348,River Valley Charter (District) - River Valley Charter School,4820050,15.0,3.0,10.0,0.16666666666666666
1355,Rockland - Rockland Senior High,2510505,26.8,14.0,10.0,0.3431372549019608
1357,Rockport - Rockport High,2520510,18.0,6.9,10.0,0.27710843373493976
1369,Salem - Salem High,2580505,68.6,37.1,10.0,0.3509933774834438
1375,Sandwich - Oak Ridge,2610025,36.5,8.5,10.0,0.18888888888888888
1376,Sandwich - Sandwich High,2610505,42.0,25.2,10.0,0.375
1377,Saugus - Belmonte Saugus Middle,2620305,29.3,11.0,10.0,0.2729528535980149
1378,Saugus - Douglas Waybright,2620067,14.3,1.0,10.0,0.06535947712418301
1379,Saugus - Lynnhurst,2620040,16.3,1.0,10.0,0.057803468208092484
1380,Saugus - Oaklandvale,2620050,14.5,0.0,10.0,0.0
1381,Saugus - Saugus High,2620505,26.5,27.2,10.0,0.5065176908752327
1382,Saugus - Veterans Memorial,2620065,35.8,3.0,10.0,0.07731958762886598
1388,Scituate - Scituate High School,2640505,32.0,23.8,10.0,0.42652329749103945
1393,Seekonk - Seekonk High,2650505,25.6,17.6,10.0,0.40740740740740744
1398,Sharon - Sharon High,2660505,48.7,29.3,10.0,0.37564102564102564
1400,Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Voc Tech High School,8710605,53.5,68.4,10.0,0.561115668580804
1401,Sherborn - Pine Hill,2690010,25.2,3.0,10.0,0.10638297872340426
1410,Shrewsbury - Shrewsbury Sr High,2710505,67.9,21.5,10.0,0.24049217002237136
1415,Silver Lake - Silver Lake Reg High,7600505,51.2,37.1,10.0,0.42015855039637595
1417,Smith Leadership Academy Charter Public (District) - Smith Leadership Academy Charter Public Schoo,4190305,10.2,4.0,10.0,0.28169014084507044
1424,Somerville - Albert F. Argenziano School at Lincoln Park,2740087,26.6,4.5,10.0,0.14469453376205788
1425,Somerville - Arthur D Healey,2740075,33.7,4.4,10.0,0.11548556430446194
1426,Somerville - Benjamin G Brown,2740015,14.0,2.3,10.0,0.1411042944785276
1428,Somerville - E Somerville Community,2740111,35.0,6.5,10.0,0.1566265060240964
1430,Somerville - John F Kennedy,2740083,35.4,5.0,10.0,0.12376237623762376
1432,Somerville - Somerville High,2740505,63.9,47.7,10.0,0.42741935483870974
1433,Somerville - West Somerville Neighborhood,2740115,21.5,2.7,10.0,0.11157024793388431
1434,Somerville - Winter Hill Community,2740120,33.8,6.3,10.0,0.1571072319201995
1439,South Middlesex Regional Vocational Technical - Joseph P Keefe Tech HS,8290605,37.0,41.0,10.0,0.5256410256410257
1441,South Shore Regional Vocational Technical - So Shore Voc Tech High,8730605,23.0,35.0,10.0,0.603448275862069
1442,Southampton - William E Norris,2750005,29.0,6.0,10.0,0.17142857142857143
1446,Southborough - P Brent Trottier,2760305,27.8,10.0,10.0,0.2645502645502646
1452,Southeastern Regional Vocational Technical - Southeastern Reg Voc Tech,8720605,61.8,54.3,10.0,0.46770025839793283
1458,Southern Worcester County Regional Vocational Technical - Bay Path Reg Voc Tech H S,8760605,46.0,63.0,10.0,0.5779816513761468
1460,Southwick-Tolland - Southwick-Tolland Regional High,7660505,25.7,17.7,10.0,0.4078341013824885
1462,Spencer-E Brookfield - David Prouty High,7670505,20.5,16.5,10.0,0.44594594594594594
1463,Spencer-E Brookfield - East Brookfield Elementary,7670008,12.9,3.6,10.0,0.2181818181818182
1464,Spencer-E Brookfield - Knox Trail Junior High,7670415,15.9,8.4,10.0,0.345679012345679
1467,Spencer-E Brookfield - Wire Village School,7670040,19.1,4.0,10.0,0.17316017316017315
1483,Springfield - High School Of Commerce,2810510,61.7,36.8,10.0,0.37360406091370557
1484,Springfield - High School/Science-Tech,2810530,54.0,32.9,10.0,0.3785960874568469
1499,Springfield - Putnam Voc Tech High Sch,2810620,54.3,83.3,10.0,0.6053779069767442
1504,Springfield - Springfield Central High,2810500,67.0,57.1,10.0,0.46011281224818695
1517,Stoneham - Stoneham High,2840505,38.6,18.7,10.0,0.3263525305410122
1525,Stoughton - Stoughton High,2850505,44.4,30.0,10.0,0.4032258064516129
1528,Sturgis Charter Public (District) - Sturgis Charter Public School,4890505,20.0,20.3,10.0,0.5037220843672457
1537,Sutton - Sutton High School,2900510,15.5,15.7,10.0,0.5032051282051282
1542,Swampscott - Swampscott High,2910505,32.8,20.0,10.0,0.3787878787878788
1546,Swansea - Joseph Case High,2920505,19.4,21.0,10.0,0.5198019801980198
1551,Tantasqua - Tantasqua Reg Sr High,7700505,39.2,40.4,10.0,0.507537688442211
1552,Tantasqua - Tantasqua Reg Voc,7700605,4.5,11.0,10.0,0.7096774193548387
1575,Tewksbury - Tewksbury Memorial High,2950505,36.4,26.8,10.0,0.4240506329113924
1579,Tri County Regional Vocational Technical - Tri County Reg Voc Tech,8780605,36.5,41.2,10.0,0.5302445302445302
1583,Triton - Triton Regional High School,7730505,27.0,26.7,10.0,0.4972067039106145
1587,Tyngsborough - Tyngsborough High School,3010505,18.4,19.8,10.0,0.5183246073298429
1591,Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Voc Tech,8790605,22.0,43.5,10.0,0.6641221374045801
1593,Uxbridge - Uxbridge High,3040505,18.3,13.3,10.0,0.4208860759493671
1594,Uxbridge - Whitin Middle,3040015,28.0,9.0,10.0,0.24324324324324326
1595,Wachusett - Central Tree Middle,7750310,16.8,5.8,10.0,0.2566371681415929
1596,Wachusett - Chocksett Middle School,7750315,18.5,5.0,10.0,0.2127659574468085
1597,Wachusett - Davis Hill Elementary,7750018,21.0,4.0,10.0,0.16
1598,Wachusett - Dawson,7750020,28.5,0.0,10.0,0.0
1599,Wachusett - Glenwood Elementary School,7750060,23.2,2.0,10.0,0.07936507936507936
1600,Wachusett - Houghton Elementary,7750027,23.5,2.0,10.0,0.0784313725490196
1601,Wachusett - Leroy E.Mayo,7750032,23.0,2.0,10.0,0.08
1602,Wachusett - Mountview Middle,7750305,26.4,12.0,10.0,0.3125
1604,Wachusett - Paxton Center,7750040,24.0,6.5,10.0,0.21311475409836064
1605,Wachusett - Thomas Prince,7750045,18.3,3.5,10.0,0.1605504587155963
1606,Wachusett - Wachusett Regional High,7750505,79.0,47.0,10.0,0.373015873015873
1610,Wakefield - Wakefield Memorial High,3050505,46.3,26.8,10.0,0.3666210670314638
1621,Walpole - Walpole High,3070505,40.8,29.6,10.0,0.4204545454545454
1629,Waltham - Waltham Sr High,3080505,67.2,58.6,10.0,0.465818759936407
1637,Wareham - Minot Forest,3100017,40.2,2.6,10.0,0.06074766355140186
1639,Wareham - Wareham Middle,3100305,37.5,6.2,10.0,0.14187643020594964
1640,Wareham - Wareham Senior High,3100505,40.1,24.1,10.0,0.37538940809968846
1645,Watertown - Watertown High,3140505,26.0,26.6,10.0,0.5057034220532319
1650,Wayland - Wayland High School,3150505,36.9,23.8,10.0,0.39209225700164746
1655,Wellesley - Ernest F Upham,3170050,16.3,0.0,10.0,0.0
1656,Wellesley - Hunnewell,3170025,17.5,0.0,10.0,0.0
1657,Wellesley - John D Hardy,3170020,12.6,3.0,10.0,0.19230769230769232
1658,Wellesley - Joseph E Fiske,3170015,27.0,0.0,10.0,0.0
1659,Wellesley - Katharine Lee Bates,3170005,21.0,1.0,10.0,0.045454545454545456
1660,Wellesley - Schofield,3170045,22.0,2.0,10.0,0.08333333333333333
1661,Wellesley - Sprague Elementary School,3170048,21.0,1.0,10.0,0.045454545454545456
1662,Wellesley - Wellesley Middle,3170305,61.0,18.7,10.0,0.2346298619824341
1663,Wellesley - Wellesley Sr High,3170505,60.6,45.8,10.0,0.4304511278195488
1677,West Springfield - West Springfield High,3320505,46.7,42.6,10.0,0.477043673012318
1684,Westborough - Westborough High,3210505,45.7,32.0,10.0,0.4118404118404118
1685,Westfield - Abner Gibbs,3250020,14.1,2.2,10.0,0.13496932515337423
1688,Westfield - Franklin Ave,3250015,17.3,3.0,10.0,0.14778325123152708
1689,Westfield - Highland,3250025,35.2,2.2,10.0,0.058823529411764705
1691,Westfield - Munger Hill,3250033,28.0,0.8,10.0,0.02777777777777778
1692,Westfield - North Middle School,3250305,49.1,13.2,10.0,0.21187800963081863
1693,Westfield - Paper Mill,3250036,30.8,3.2,10.0,0.09411764705882353
1694,Westfield - South Middle School,3250310,42.4,14.0,10.0,0.24822695035460993
1695,Westfield - Southampton Road,3250040,30.3,1.4,10.0,0.044164037854889586
1696,Westfield - Westfield High,3250505,59.3,33.5,10.0,0.36099137931034486
1697,Westfield - Westfield Voc Tech High,3250605,16.6,25.7,10.0,0.607565011820331
1707,Westford - Westford Academy,3260505,56.3,51.3,10.0,0.4767657992565056
1711,Weston - Weston High,3300505,36.8,24.6,10.0,0.4006514657980456
1716,Westport - Westport High,3310505,17.0,17.0,10.0,0.5
1723,Westwood - Westwood High,3350505,42.4,26.3,10.0,0.3828238719068413
1736,Weymouth - Weymouth High School,3360505,75.3,61.2,10.0,0.44835164835164837
1744,Whitman-Hanson - Whitman Hanson Regional,7800505,45.3,28.7,10.0,0.3878378378378378
1746,Whittier Regional Vocational Technical - Whittier Reg Voc,8850605,43.1,59.7,10.0,0.5807392996108949
1751,Wilmington - North Intermediate,3420060,18.0,0.0,10.0,0.0
1753,Wilmington - West Intermediate,3420080,16.4,0.0,10.0,0.0
1755,Wilmington - Wilmington High,3420505,41.1,30.7,10.0,0.4275766016713092
1756,Wilmington - Wilmington Middle School,3420330,45.1,16.5,10.0,0.26785714285714285
1762,Winchester - Ambrose Elementary,3440045,31.2,1.3,10.0,0.04
1763,Winchester - Lincoln Elementary,3440005,22.9,3.0,10.0,0.11583011583011583
1764,Winchester - Lynch Elementary,3440020,34.9,3.0,10.0,0.079155672823219
1765,Winchester - McCall Middle,3440305,41.9,19.1,10.0,0.3131147540983607
