,school_name,school_code,f_teacher_count,m_teacher_count,year,percent_male
1594,Wachusett - Chocksett Middle School,7750315,21.1,4.0,12.0,0.1593625498007968
1595,Wachusett - Davis Hill Elementary,7750018,22.5,5.1,12.0,0.18478260869565216
1596,Wachusett - Dawson,7750020,22.8,1.0,12.0,0.04201680672268907
1598,Wachusett - Glenwood Elementary School,7750060,19.0,4.0,12.0,0.17391304347826086
1599,Wachusett - Houghton Elementary,7750027,24.5,2.0,12.0,0.07547169811320754
1600,Wachusett - Leroy E.Mayo,7750032,23.0,2.0,12.0,0.08
1601,Wachusett - Mountview Middle,7750305,26.4,12.9,12.0,0.32824427480916035
1603,Wachusett - Paxton Center,7750040,24.4,5.9,12.0,0.19471947194719474
1604,Wachusett - Thomas Prince,7750045,18.8,4.5,12.0,0.19313304721030042
1605,Wachusett - Wachusett Regional High,7750505,80.3,46.0,12.0,0.36421219319081555
1609,Wakefield - Wakefield Memorial High,3050505,41.3,25.1,12.0,0.37801204819277107
1620,Walpole - Walpole High,3070505,43.2,25.0,12.0,0.36656891495601174
1628,Waltham - Waltham Sr High,3080505,66.1,51.7,12.0,0.43887945670628187
1636,Wareham - Minot Forest,3100017,33.3,1.8,12.0,0.051282051282051294
1638,Wareham - Wareham Middle,3100305,35.0,4.4,12.0,0.11167512690355332
1639,Wareham - Wareham Senior High,3100505,38.6,23.4,12.0,0.37741935483870964
1644,Watertown - Watertown High,3140505,26.2,25.4,12.0,0.4922480620155039
1649,Wayland - Wayland High School,3150505,36.0,18.1,12.0,0.3345656192236599
1654,Wellesley - Ernest F Upham,3170050,13.3,0.0,12.0,0.0
1655,Wellesley - Hunnewell,3170025,15.7,0.0,12.0,0.0
1656,Wellesley - John D Hardy,3170020,13.6,3.0,12.0,0.18072289156626503
1657,Wellesley - Joseph E Fiske,3170015,23.8,0.2,12.0,0.008333333333333333
1658,Wellesley - Katharine Lee Bates,3170005,20.2,0.0,12.0,0.0
1659,Wellesley - Schofield,3170045,16.6,1.9,12.0,0.1027027027027027
1660,Wellesley - Sprague Elementary School,3170048,19.5,1.0,12.0,0.04878048780487805
1661,Wellesley - Wellesley Middle,3170305,60.6,20.5,12.0,0.2527743526510481
1662,Wellesley - Wellesley Sr High,3170505,59.7,41.3,12.0,0.4089108910891089
1676,West Springfield - West Springfield High,3320505,46.3,46.0,12.0,0.49837486457204766
1683,Westborough - Westborough High,3210505,43.7,31.6,12.0,0.41965471447543157
1684,Westfield - Abner Gibbs,3250020,11.9,2.0,12.0,0.14388489208633093
1686,Westfield - Franklin Ave,3250015,14.7,1.4,12.0,0.08695652173913045
1687,Westfield - Highland,3250025,22.6,2.0,12.0,0.08130081300813008
1689,Westfield - Munger Hill,3250033,21.0,1.1,12.0,0.0497737556561086
1690,Westfield - North Middle School,3250305,43.2,14.7,12.0,0.25388601036269426
1691,Westfield - Paper Mill,3250036,28.1,0.5,12.0,0.01748251748251748
1692,Westfield - South Middle School,3250310,37.9,14.0,12.0,0.2697495183044316
1693,Westfield - Southampton Road,3250040,24.2,1.5,12.0,0.058365758754863814
1694,Westfield - Westfield High,3250505,57.2,35.6,12.0,0.3836206896551724
1695,Westfield - Westfield Vocational Technical High,3250605,20.1,30.5,12.0,0.6027667984189723
1705,Westford - Westford Academy,3260505,60.4,48.5,12.0,0.4453627180899908
1709,Weston - Weston High,3300505,38.1,26.6,12.0,0.41112828438948995
1714,Westport - Westport High,3310505,20.5,14.7,12.0,0.4176136363636363
1721,Westwood - Westwood High,3350505,41.5,26.7,12.0,0.3914956011730205
1734,Weymouth - Weymouth High School,3360505,71.8,55.9,12.0,0.437744714173845
1742,Whitman-Hanson - Whitman Hanson Regional,7800505,14.7,8.4,12.0,0.36363636363636365
1744,Whittier Regional Vocational Technical - Whittier Regional Vocational,8850605,40.2,51.4,12.0,0.5611353711790393
1749,Wilmington - North Intermediate,3420060,17.7,0.3,12.0,0.016666666666666666
1751,Wilmington - West Intermediate,3420080,15.2,0.3,12.0,0.01935483870967742
1753,Wilmington - Wilmington High,3420505,44.0,27.5,12.0,0.38461538461538464
1754,Wilmington - Wilmington Middle School,3420330,44.3,19.0,12.0,0.3001579778830964
1760,Winchester - Ambrose Elementary,3440045,24.1,1.0,12.0,0.0398406374501992
1761,Winchester - Lincoln Elementary,3440005,20.8,3.0,12.0,0.12605042016806722
1762,Winchester - Lynch Elementary,3440020,21.2,2.0,12.0,0.08620689655172414
1763,Winchester - McCall Middle,3440305,39.8,19.6,12.0,0.32996632996633
1764,Winchester - Muraco Elementary,3440040,26.8,0.0,12.0,0.0
1765,Winchester - Vinson-Owen Elementary,3440025,14.7,1.0,12.0,0.06369426751592357
1766,Winchester - Winchester High School,3440505,44.6,24.7,12.0,0.3564213564213564
1780,Woburn - Woburn High,3470505,46.2,39.8,12.0,0.46279069767441855
1784,Worcester - Burncoat Senior High,3480503,47.7,30.4,12.0,0.3892445582586428
1785,Worcester - Burncoat Street,3480035,14.6,0.9,12.0,0.05806451612903226
1786,Worcester - Canterbury,3480045,20.0,1.1,12.0,0.05213270142180095
1787,Worcester - Chandler Elementary Community,3480050,15.4,6.1,12.0,0.2837209302325581
1793,Worcester - Doherty Memorial High,3480512,44.9,46.8,12.0,0.5103598691384951
1795,Worcester - Flagg Street,3480090,22.2,2.0,12.0,0.08264462809917356
1802,Worcester - Heard Street,3480136,13.0,2.2,12.0,0.14473684210526316
1803,Worcester - Jacob Hiatt Magnet,3480140,25.6,1.2,12.0,0.04477611940298507
1808,Worcester - Nelson Place,3480200,24.6,2.0,12.0,0.07518796992481203
1809,Worcester - Norrback Avenue,3480202,38.9,0.9,12.0,0.022613065326633167
1810,Worcester - North High,3480515,35.3,39.9,12.0,0.5305851063829787
1812,Worcester - Rice Square,3480215,19.8,4.3,12.0,0.1784232365145228
1814,Worcester - South High Community,3480520,49.3,31.2,12.0,0.3875776397515528
1816,Worcester - Tatnuck,3480230,22.0,2.5,12.0,0.10204081632653061
1818,Worcester - Union Hill School,3480240,18.8,4.3,12.0,0.18614718614718612
1820,Worcester - Vernon Hill School,3480280,19.2,0.7,12.0,0.035175879396984924
1822,Worcester - West Tatnuck,3480260,16.2,2.4,12.0,0.12903225806451613
1826,Worcester - Worcester Technical High,3480605,41.1,73.6,12.0,0.6416739319965127
1827,Wrentham - Charles E Roderick,3500010,25.8,2.9,12.0,0.10104529616724739
1,Abington - Abington High,10505,25.1,13.3,13.0,0.34635416666666663
4,Abington - Frolio Middle School,10405,16.5,6.0,13.0,0.26666666666666666
5,Abington - Woodsdale Elementary School,10015,9.3,1.0,13.0,0.0970873786407767
12,Acton-Boxborough - Acton-Boxborough Regional High,6000505,73.9,40.7,13.0,0.3551483420593368
13,Acton-Boxborough - Raymond J Grey Junior High,6000405,43.0,13.2,13.0,0.23487544483985762
19,Advanced Math and Science Academy Charter (District) - Advanced Math and Science Academy Charter School,4300305,45.4,35.0,13.0,0.4353233830845771
21,Agawam - Agawam High,50505,57.5,37.0,13.0,0.3915343915343915
22,Agawam - Agawam Junior High,50405,38.5,17.0,13.0,0.3063063063063063
23,Agawam - Benjamin J Phelps,50020,19.9,0.5,13.0,0.02450980392156863
24,Agawam - Clifford M Granger,50010,16.5,1.0,13.0,0.05714285714285714
25,Agawam - James Clark School,50030,18.5,1.0,13.0,0.05128205128205128
26,Agawam - Roberta G. Doering School,50303,38.5,4.0,13.0,0.09411764705882353
27,Agawam - Robinson Park,50025,21.0,1.5,13.0,0.06666666666666667
29,Amesbury - Amesbury Elementary,70005,21.2,1.0,13.0,0.04504504504504505
30,Amesbury - Amesbury High,70505,26.3,10.8,13.0,0.29110512129380056
31,Amesbury - Amesbury Middle,70013,28.6,16.3,13.0,0.36302895322939865
32,Amesbury - Charles C Cashman Elementary,70010,26.3,1.0,13.0,0.03663003663003663
34,Amherst - Crocker Farm Elementary,80009,23.8,5.3,13.0,0.18213058419243985
35,Amherst - Fort River Elementary,80020,24.3,5.2,13.0,0.17627118644067796
36,Amherst - Wildwood Elementary,80050,23.6,8.2,13.0,0.2578616352201258
37,Amherst-Pelham - Amherst Regional High,6050505,46.0,32.8,13.0,0.416243654822335
38,Amherst-Pelham - Amherst Regional Middle School,6050405,25.2,18.4,13.0,0.42201834862385323
39,Andover - Andover High,90505,63.1,36.1,13.0,0.3639112903225806
49,Arlington - Arlington High,100505,37.1,37.1,13.0,0.5
61,Ashburnham-Westminster - Oakmont Regional High School,6100505,23.8,16.7,13.0,0.41234567901234565
64,Ashland - Ashland High,140505,29.6,20.4,13.0,0.408
69,Assabet Valley Regional Vocational Technical - Assabet Valley Vocational High School,8010605,25.3,38.2,13.0,0.6015748031496063
70,Athol-Royalston - Athol High,6150505,22.4,9.0,13.0,0.28662420382165604
71,Athol-Royalston - Athol-Royalston Middle School,6150305,13.1,6.3,13.0,0.3247422680412371
72,Athol-Royalston - Pleasant Street,6150016,12.6,1.5,13.0,0.10638297872340426
76,Atlantis Charter (District) - Atlantis Charter School,4910550,33.7,8.0,13.0,0.19184652278177458
78,Attleboro - Attleboro High,160505,61.1,45.4,13.0,0.42629107981220654
88,Auburn - Auburn Senior High,170505,34.7,20.6,13.0,0.3725135623869801
107,Bedford - Bedford High,230505,38.0,24.2,13.0,0.3890675241157556
111,Belchertown - Belchertown High,240505,32.4,17.4,13.0,0.3493975903614458
123,Belmont - Belmont High,260505,46.0,17.2,13.0,0.27215189873417717
131,Berkley - Berkley Community School,270010,28.8,0.0,13.0,0.0
132,Berkley - Berkley Middle School,270305,21.0,5.0,13.0,0.19230769230769232
134,Berkshire Hills - Monument Mt Regional High,6180505,21.5,19.1,13.0,0.4704433497536946
140,Beverly - Beverly High,300505,59.3,19.6,13.0,0.24841571609632446
146,Billerica - Billerica Memorial High School,310505,64.7,32.0,13.0,0.3309203722854188
155,Blackstone Valley Regional Vocational Technical - Blackstone Valley,8050605,36.8,49.3,13.0,0.5725900116144018
157,Blackstone-Millville - Blackstone Millville RHS,6220505,20.5,15.6,13.0,0.43213296398891965
161,Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,8060605,19.0,12.8,13.0,0.4025157232704403
286,Bourne - Bourne High School,360505,25.7,16.5,13.0,0.3909952606635071
295,Braintree - Braintree High,400505,60.4,36.9,13.0,0.37923946557040084
303,Brewster - Eddy Elementary,410010,12.7,3.0,13.0,0.1910828025477707
307,Bridgewater-Raynham - Bridgewater-Raynham Regional,6250505,60.1,32.3,13.0,0.3495670995670995
314,Bristol County Agricultural - Bristol County Agricultural High,9100705,17.0,14.1,13.0,0.4533762057877813
315,Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,8100605,34.9,29.1,13.0,0.4546875
319,Brockton - Brockton High,440505,130.1,92.3,13.0,0.4150179856115108
341,Brookline - Brookline High,460505,78.7,47.1,13.0,0.3744038155802861
342,Brookline - Edith C Baker,460005,41.8,8.6,13.0,0.17063492063492064
343,Brookline - Edward Devotion,460015,48.5,14.2,13.0,0.22647527910685802
344,Brookline - Heath,460025,31.8,8.1,13.0,0.20300751879699247
345,Brookline - John D Runkle,460045,34.5,9.0,13.0,0.20689655172413793
346,Brookline - Lawrence,460030,38.2,9.9,13.0,0.20582120582120583
347,Brookline - Michael Driscoll,460020,31.0,4.6,13.0,0.1292134831460674
348,Brookline - Pierce,460040,40.3,8.8,13.0,0.1792260692464359
350,Brookline - William H Lincoln,460035,36.2,7.0,13.0,0.16203703703703703
351,Burlington - Burlington High,480505,46.6,31.9,13.0,0.4063694267515923
358,Cambridge - Cambridge Rindge and Latin,490506,86.2,45.8,13.0,0.34696969696969693
374,Canton - Canton High,500505,36.7,25.3,13.0,0.4080645161290323
380,Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School,4320530,6.5,6.1,13.0,0.48412698412698413
381,Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,8150605,24.6,33.0,13.0,0.5729166666666666
390,Central Berkshire - Wahconah Regional High,6350505,22.3,19.7,13.0,0.46904761904761905
391,Chelmsford - Byam School,560030,20.6,0.4,13.0,0.01904761904761905
392,Chelmsford - Center Elementary School,560005,18.9,0.0,13.0,0.0
393,Chelmsford - Charles D Harrington,560025,18.8,0.9,13.0,0.045685279187817264
394,Chelmsford - Chelmsford High,560505,63.0,45.2,13.0,0.4177449168207024
395,Chelmsford - Col Moses Parker School,560305,39.7,10.3,13.0,0.20600000000000002
397,Chelmsford - McCarthy Middle School,560310,45.8,15.0,13.0,0.2467105263157895
398,Chelmsford - South Row,560015,18.5,0.0,13.0,0.0
399,Chelsea - Chelsea High,570505,61.9,38.9,13.0,0.38591269841269843
408,Chesterfield-Goshen - New Hingham Regional Elementary,6320025,11.6,2.8,13.0,0.19444444444444445
415,Chicopee - Chicopee Comprehensive High School,610510,52.4,53.4,13.0,0.504725897920605
416,Chicopee - Chicopee High,610505,61.1,25.8,13.0,0.29689298043728424
425,City On A Hill Charter Public (District) - City On A Hill Charter Public School,4370505,12.4,1.7,13.0,0.12056737588652482
429,Clinton - Clinton Senior High,640505,13.8,19.7,13.0,0.5880597014925373
431,Cohasset - Cohasset Middle/High School,650505,31.7,22.5,13.0,0.4151291512915129
432,Cohasset - Deer Hill,650005,18.1,3.0,13.0,0.14218009478672985
442,Concord-Carlisle - Concord Carlisle High,6400505,48.4,34.3,13.0,0.41475211608222495
445,Danvers - Danvers High,710505,38.8,34.2,13.0,0.4684931506849315
453,Dartmouth - Dartmouth High,720505,42.8,29.7,13.0,0.40965517241379307
459,Dedham - Dedham High,730505,40.6,15.7,13.0,0.27886323268206037
465,Deerfield - Deerfield Elementary,740015,21.0,3.3,13.0,0.13580246913580246
474,Dighton-Rehoboth - Dighton Middle School,6500305,17.3,6.0,13.0,0.2575107296137339
475,Dighton-Rehoboth - Dighton-Rehoboth Regional High School,6500505,36.7,25.4,13.0,0.40901771336553944
476,Dighton-Rehoboth - Dorothy L Beckwith,6500310,22.8,6.6,13.0,0.22448979591836735
477,Dighton-Rehoboth - Palmer River,6500010,36.2,1.0,13.0,0.026881720430107524
481,Douglas - Douglas High School,770505,23.8,19.0,13.0,0.44392523364485986
483,Dover - Chickering,780005,30.1,2.7,13.0,0.0823170731707317
484,Dover-Sherborn - Dover-Sherborn Regional High,6550505,22.1,22.1,13.0,0.5
485,Dover-Sherborn - Dover-Sherborn Regional Middle School,6550405,31.1,9.8,13.0,0.2396088019559902
486,Dracut - Brookside Elementary,790035,27.9,0.4,13.0,0.01413427561837456
487,Dracut - Dracut Senior High,790505,38.4,18.7,13.0,0.3274956217162872
489,Dracut - Greenmont Avenue,790030,10.4,0.2,13.0,0.01886792452830189
490,Dracut - Joseph A Campbell Elementary,790020,26.8,0.4,13.0,0.014705882352941178
491,Dracut - Lakeview Junior High,790410,25.1,6.4,13.0,0.20317460317460317
495,Dudley-Charlton Reg - Charlton Middle School,6580310,39.4,13.3,13.0,0.2523719165085389
496,Dudley-Charlton Reg - Dudley Elementary,6580005,27.2,0.0,13.0,0.0
497,Dudley-Charlton Reg - Dudley Middle School,6580305,35.3,8.7,13.0,0.19772727272727272
498,Dudley-Charlton Reg - Heritage School,6580030,31.7,1.8,13.0,0.05373134328358209
500,Dudley-Charlton Reg - Shepherd Hill Regional High,6580505,40.8,29.8,13.0,0.4220963172804533
503,Duxbury - Duxbury High,820505,37.4,25.1,13.0,0.4016
506,East Bridgewater - East Bridgewater High,830505,18.8,12.0,13.0,0.38961038961038963
507,East Bridgewater - Gordon W Mitchell,830010,34.4,10.9,13.0,0.2406181015452539
509,East Longmeadow - East Longmeadow High,870505,37.6,23.1,13.0,0.3805601317957166
515,Easthampton - Easthampton High,860505,18.5,14.8,13.0,0.44444444444444453
520,Easton - Easton Middle School,880405,43.0,13.0,13.0,0.23214285714285715
522,Easton - H H Richardson School,880025,16.8,2.2,13.0,0.11578947368421054
524,Easton - Oliver Ames High,880505,42.8,27.5,13.0,0.3911806543385491
528,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School) - Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),4520505,12.4,9.7,13.0,0.4389140271493212
533,Everett - Everett High,930505,72.1,54.4,13.0,0.4300395256916996
544,Fairhaven - Fairhaven High,940505,28.6,18.9,13.0,0.39789473684210525
549,Fall River - B M C Durfee High,950505,85.0,62.8,13.0,0.42489851150202973
550,Fall River - Carlton M. Viveiros Elementary School,950009,37.0,3.0,13.0,0.075
552,Fall River - James Tansey,950140,12.5,3.5,13.0,0.21875
553,Fall River - John J Doran,950045,23.2,6.0,13.0,0.20547945205479454
554,Fall River - Letourneau Elementary School,950013,30.0,3.0,13.0,0.09090909090909091
555,Fall River - Mary Fonseca Elementary School,950011,29.8,3.0,13.0,0.09146341463414635
556,Fall River - Matthew J Kuss Middle,950320,28.4,14.6,13.0,0.3395348837209302
557,Fall River - Morton Middle,950315,30.3,10.0,13.0,0.24813895781637718
558,Fall River - North End Elementary,950005,37.1,1.8,13.0,0.04627249357326479
560,Fall River - Samuel Watson,950145,12.5,2.5,13.0,0.16666666666666666
561,Fall River - Spencer Borden,950130,28.0,3.0,13.0,0.0967741935483871
563,Fall River - Talbot Innovation School,950305,28.9,10.9,13.0,0.27386934673366836
564,Fall River - William S Greene,950065,36.0,4.0,13.0,0.1
566,Falmouth - Falmouth High,960505,37.0,28.4,13.0,0.4342507645259938
572,Farmington River Reg - Farmington River Elementary,6620020,9.3,1.0,13.0,0.0970873786407767
576,Fitchburg - Fitchburg High,970505,41.7,25.6,13.0,0.3803863298662704
584,Foxborough - Foxborough High,990505,37.7,23.7,13.0,0.3859934853420195
594,Framingham - Framingham High School,1000515,85.2,52.0,13.0,0.37900874635568516
602,Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,28.9,13.0,13.0,0.31026252983293556
606,Franklin - Franklin High,1010505,59.1,31.4,13.0,0.3469613259668508
614,Franklin County Regional Vocational Technical - Franklin County Technical,8180605,13.0,15.3,13.0,0.5406360424028269
615,Freetown-Lakeville - Apponequet Regional High,6650505,30.1,16.8,13.0,0.3582089552238806
618,Freetown-Lakeville - Freetown-Lakeville Middle School,6650305,30.6,14.9,13.0,0.3274725274725275
619,Freetown-Lakeville - George R Austin Intermediate School,6650015,24.0,3.2,13.0,0.11764705882352942
620,Frontier - Frontier Regional,6700505,29.3,25.9,13.0,0.4692028985507246
628,Gateway - Gateway Regional High,6720505,11.8,12.7,13.0,0.5183673469387755
632,Georgetown - Georgetown High School,1050505,25.4,9.1,13.0,0.263768115942029
634,Georgetown - Penn Brook,1050010,19.0,3.0,13.0,0.13636363636363635
639,Gill-Montague - Turners Fall High,6740505,13.2,10.8,13.0,0.45
640,Global Learning Charter Public (District) - Global Learning Charter Public School,4960305,21.9,14.6,13.0,0.39999999999999997
643,Gloucester - Gloucester High,1070505,34.6,39.7,13.0,0.5343203230148048
651,Grafton - Grafton High School,1100505,31.3,16.8,13.0,0.3492723492723493
652,Grafton - Grafton Middle,1100305,20.8,11.3,13.0,0.35202492211838005
653,Grafton - Millbury Street Elementary School,1100200,36.1,5.0,13.0,0.121654501216545
660,Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,8210605,42.9,62.9,13.0,0.5945179584120983
661,Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,8230605,45.9,50.0,13.0,0.5213764337851928
662,Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,8280605,79.5,71.4,13.0,0.47316103379721675
663,Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,8250605,78.8,82.2,13.0,0.5105590062111801
674,Groton-Dunstable - Groton Dunstable Regional,6730505,34.4,18.0,13.0,0.3435114503816794
677,Hadley - Hadley Elementary,1170015,18.0,3.0,13.0,0.14285714285714285
678,Hadley - Hopkins Academy,1170505,15.0,10.0,13.0,0.4
679,Halifax - Halifax Elementary,1180005,29.3,6.0,13.0,0.16997167138810199
682,Hamilton-Wenham - Hamilton-Wenham Regional High,6750505,24.7,24.1,13.0,0.4938524590163935
686,Hampden-Wilbraham - Green Meadows Elementary,6800005,16.6,0.0,13.0,0.0
688,Hampden-Wilbraham - Minnechaug Regional High,6800505,45.7,25.7,13.0,0.35994397759103636
689,Hampden-Wilbraham - Soule Road,6800030,17.0,0.0,13.0,0.0
691,Hampden-Wilbraham - Thornton Burgess,6800305,12.4,4.4,13.0,0.2619047619047619
692,Hampden-Wilbraham - Wilbraham Middle,6800310,26.0,12.7,13.0,0.3281653746770025
693,Hampshire - Hampshire Regional High,6830505,34.1,20.6,13.0,0.376599634369287
697,Hanover - Hanover High,1220505,32.8,17.9,13.0,0.3530571992110454
700,Harvard - Bromfield,1250505,28.1,15.9,13.0,0.3613636363636364
701,Harvard - Hildreth Elementary School,1250005,18.0,2.5,13.0,0.12195121951219512
713,Haverhill - Haverhill High,1280505,72.2,54.6,13.0,0.4305993690851735
722,Hilltown Cooperative Charter Public (District) - Hilltown Cooperative Charter Public School,4500105,8.8,3.0,13.0,0.2542372881355932
724,Hingham - Hingham High,1310505,41.7,29.5,13.0,0.4143258426966292
725,Hingham - Hingham Middle School,1310410,40.7,14.1,13.0,0.2572992700729927
726,Hingham - Plymouth River,1310019,21.6,2.8,13.0,0.11475409836065573
727,Hingham - South Elementary,1310020,22.0,3.4,13.0,0.13385826771653545
728,Hingham - Wm L Foster Elementary,1310010,23.9,2.5,13.0,0.0946969696969697
733,Holliston - Holliston High,1360505,38.6,25.3,13.0,0.39593114241001565
734,Holliston - Miller School,1360007,36.3,4.9,13.0,0.11893203883495147
736,Holliston - Robert H. Adams Middle School,1360305,35.8,6.3,13.0,0.14964370546318292
739,Holyoke - Holyoke High,1370505,44.9,39.3,13.0,0.46674584323040386
747,Holyoke - Wm J Dean Vocational Technical High,1370605,17.0,31.9,13.0,0.6523517382413088
749,Hopedale - Hopedale Jr Sr High,1380505,22.1,8.1,13.0,0.2682119205298013
750,Hopedale - Memorial,1380010,29.6,3.1,13.0,0.09480122324159021
754,Hopkinton - Hopkins Elementary School,1390015,30.1,3.9,13.0,0.11470588235294117
755,Hopkinton - Hopkinton High,1390505,42.2,27.6,13.0,0.39541547277936956
756,Hopkinton - Hopkinton Middle School,1390305,36.3,13.3,13.0,0.2681451612903226
758,Hudson - C A Farley,1410030,27.6,3.0,13.0,0.09803921568627451
760,Hudson - Forest Avenue Elementary,1410015,19.9,1.9,13.0,0.0871559633027523
761,Hudson - Hudson High,1410505,64.4,24.2,13.0,0.27313769751693
762,Hudson - John F Kennedy,1410410,28.6,6.0,13.0,0.17341040462427745
763,Hudson - Mulready Elementary,1410007,17.6,0.7,13.0,0.03825136612021857
764,Hull - Hull High,1420505,11.6,14.2,13.0,0.5503875968992248
768,Ipswich - Ipswich High,1440505,27.2,17.6,13.0,0.3928571428571429
769,Ipswich - Ipswich Middle School,1440305,25.1,9.2,13.0,0.26822157434402333
770,Ipswich - Paul F Doyon Memorial,1440007,25.6,1.5,13.0,0.055350553505535055
771,Ipswich - Winthrop,1440015,21.6,4.5,13.0,0.17241379310344826
775,King Philip - King Philip Regional High,6900505,46.1,27.1,13.0,0.3702185792349727
782,Lawrence - Business Management & Finance High School,1490530,14.8,17.0,13.0,0.5345911949685535
790,Lawrence - Health & Human Services High School,1490531,19.8,13.5,13.0,0.40540540540540543
793,Lawrence - Humanities & Leadership Development High School,1490532,18.0,20.0,13.0,0.5263157894736842
794,Lawrence - International High School,1490534,25.0,10.0,13.0,0.2857142857142857
800,Lawrence - Math Science & Technology High School,1490533,13.0,22.0,13.0,0.6285714285714286
802,Lawrence - Performing & Fine Arts High School,1490535,22.5,12.0,13.0,0.34782608695652173
811,Lawrence Family Development Charter (District) - Lawrence Family Development Charter School,4540205,40.0,4.0,13.0,0.09090909090909091
812,Lee - Lee Elementary,1500025,23.3,2.0,13.0,0.07905138339920949
813,Lee - Lee Middle/High School,1500505,22.6,13.1,13.0,0.36694677871148457
814,Leicester - Leicester High,1510505,26.8,11.4,13.0,0.29842931937172773
818,Lenox - Lenox Memorial High,1520505,23.7,16.3,13.0,0.40750000000000003
819,Lenox - Morris,1520015,22.7,0.0,13.0,0.0
824,Leominster - Leominster High School,1530505,34.7,21.9,13.0,0.3869257950530035
832,Lexington - Bowman,1550008,22.0,6.9,13.0,0.2387543252595156
833,Lexington - Bridge,1550006,21.0,6.9,13.0,0.24731182795698928
834,Lexington - Fiske,1550015,22.4,6.0,13.0,0.21126760563380284
835,Lexington - Harrington,1550030,25.7,2.2,13.0,0.07885304659498209
836,Lexington - Jonas Clarke Middle,1550305,42.0,20.0,13.0,0.3225806451612903
837,Lexington - Joseph Estabrook,1550010,24.4,1.3,13.0,0.05058365758754864
838,Lexington - Lexington High,1550505,87.4,40.8,13.0,0.31825273010920435
839,Lexington - Maria Hastings,1550035,25.3,3.0,13.0,0.10600706713780919
840,Lexington - Wm Diamond Middle,1550310,39.1,16.5,13.0,0.29676258992805754
841,Lincoln - Hanscom Middle,1570305,16.2,5.0,13.0,0.2358490566037736
843,Lincoln - Lincoln School,1570025,41.0,9.0,13.0,0.18
844,Lincoln-Sudbury - Lincoln-Sudbury Regional High,6950505,54.1,49.2,13.0,0.4762826718296224
845,Littleton - Littleton High School,1580505,14.8,6.4,13.0,0.3018867924528302
846,Littleton - Littleton Middle School,1580305,12.4,4.4,13.0,0.2619047619047619
847,Littleton - Russell St Elementary,1580015,16.1,1.0,13.0,0.05847953216374269
849,Longmeadow - Blueberry Hill,1590005,28.0,1.0,13.0,0.034482758620689655
850,Longmeadow - Center,1590010,25.9,0.0,13.0,0.0
851,Longmeadow - Glenbrook Middle,1590017,19.5,3.5,13.0,0.15217391304347827
852,Longmeadow - Longmeadow High,1590505,40.9,25.7,13.0,0.3858858858858859
853,Longmeadow - Williams Middle,1590305,21.2,3.5,13.0,0.1417004048582996
854,Longmeadow - Wolf Swamp Road,1590025,20.2,2.0,13.0,0.0900900900900901
871,Lowell - Lowell High,1600505,116.7,86.4,13.0,0.4254062038404727
883,Ludlow - Ludlow Senior High,1610505,40.5,24.1,13.0,0.3730650154798762
886,Lunenburg - Lunenburg High,1620505,28.5,16.0,13.0,0.3595505617977528
888,Lunenburg - Turkey Hill Middle,1620020,23.9,5.9,13.0,0.19798657718120807
894,Lynn - Classical High,1630505,39.9,38.8,13.0,0.49301143583227447
903,Lynn - Lynn English High,1630510,51.2,48.6,13.0,0.4869739478957915
914,Lynnfield - Huckleberry Hill,1640010,22.4,1.2,13.0,0.05084745762711865
915,Lynnfield - Lynnfield High,1640505,30.5,15.1,13.0,0.33114035087719296
916,Lynnfield - Lynnfield Middle School,1640405,35.0,9.0,13.0,0.20454545454545456
918,Lynnfield - Summer Street,1640020,22.4,2.8,13.0,0.1111111111111111
927,Malden - Malden High,1650505,72.0,35.3,13.0,0.32898415657036345
929,Manchester Essex Regional - Essex Elementary,6980020,11.9,5.0,13.0,0.2958579881656805
930,Manchester Essex Regional - Manchester Essex Regional High School,6980510,20.7,17.5,13.0,0.45811518324607325
931,Manchester Essex Regional - Manchester Essex Regional Middle School,6980030,17.3,8.5,13.0,0.32945736434108525
932,Manchester Essex Regional - Manchester Memorial Elementary,6980010,23.0,2.4,13.0,0.09448818897637795
936,Mansfield - Mansfield High,1670505,56.5,36.1,13.0,0.3898488120950324
943,Marblehead - Marblehead High,1680505,34.4,30.2,13.0,0.4674922600619195
946,Marblehead Community Charter Public (District) - Marblehead Community Charter Public School,4640305,8.9,5.7,13.0,0.39041095890410954
952,Marlborough - Marlborough High,1700505,63.2,31.6,13.0,0.3333333333333333
954,Marshfield - Daniel Webster,1710015,20.0,2.8,13.0,0.12280701754385964
955,Marshfield - Eames Way School,1710005,17.4,2.1,13.0,0.1076923076923077
