,school_name,school_code,subject,count,CPI,year
745,Dracut - Dracut Senior High,790505,ENGLISH LANGUAGE ARTS,92,0.97,15.0
746,Dracut - Dracut Senior High,790505,MATHEMATICS,92,0.883,15.0
751,Dracut - Greenmont Avenue,790030,ENGLISH LANGUAGE ARTS,65,0.8540000000000001,15.0
752,Dracut - Greenmont Avenue,790030,MATHEMATICS,66,0.8220000000000001,15.0
754,Dracut - Joseph A Campbell Elementary,790020,ENGLISH LANGUAGE ARTS,130,0.775,15.0
755,Dracut - Joseph A Campbell Elementary,790020,MATHEMATICS,129,0.7709999999999999,15.0
757,Dracut - Justus C. Richardson Middle School,790410,ENGLISH LANGUAGE ARTS,504,0.841,15.0
758,Dracut - Justus C. Richardson Middle School,790410,MATHEMATICS,505,0.725,15.0
760,Dudley-Charlton Reg - Charlton Middle School,6580310,ENGLISH LANGUAGE ARTS,377,0.92,15.0
761,Dudley-Charlton Reg - Charlton Middle School,6580310,MATHEMATICS,377,0.802,15.0
763,Dudley-Charlton Reg - Dudley Elementary,6580005,ENGLISH LANGUAGE ARTS,114,0.846,15.0
764,Dudley-Charlton Reg - Dudley Elementary,6580005,MATHEMATICS,114,0.871,15.0
765,Dudley-Charlton Reg - Dudley Middle School,6580305,ENGLISH LANGUAGE ARTS,321,0.892,15.0
766,Dudley-Charlton Reg - Dudley Middle School,6580305,MATHEMATICS,321,0.815,15.0
768,Dudley-Charlton Reg - Heritage School,6580030,ENGLISH LANGUAGE ARTS,156,0.87,15.0
769,Dudley-Charlton Reg - Heritage School,6580030,MATHEMATICS,156,0.897,15.0
770,Dudley-Charlton Reg - Shepherd Hill Regional High,6580505,ENGLISH LANGUAGE ARTS,139,0.975,15.0
771,Dudley-Charlton Reg - Shepherd Hill Regional High,6580505,MATHEMATICS,139,0.9640000000000001,15.0
776,Duxbury - Duxbury High,820505,ENGLISH LANGUAGE ARTS,148,1.0,15.0
777,Duxbury - Duxbury High,820505,MATHEMATICS,145,0.988,15.0
782,East Bridgewater - East Bridgewater JR./SR. High School,830505,ENGLISH LANGUAGE ARTS,255,0.9159999999999999,15.0
783,East Bridgewater - East Bridgewater JR./SR. High School,830505,MATHEMATICS,255,0.768,15.0
785,East Bridgewater - Gordon W Mitchell,830010,ENGLISH LANGUAGE ARTS,331,0.863,15.0
786,East Bridgewater - Gordon W Mitchell,830010,MATHEMATICS,332,0.858,15.0
789,East Longmeadow - East Longmeadow High,870505,ENGLISH LANGUAGE ARTS,102,0.985,15.0
790,East Longmeadow - East Longmeadow High,870505,MATHEMATICS,103,0.917,15.0
795,Easthampton - Easthampton High,860505,ENGLISH LANGUAGE ARTS,48,0.9059999999999999,15.0
796,Easthampton - Easthampton High,860505,MATHEMATICS,46,0.87,15.0
799,Easton - Easton Middle School,880405,ENGLISH LANGUAGE ARTS,432,0.9179999999999999,15.0
800,Easton - Easton Middle School,880405,MATHEMATICS,431,0.8809999999999999,15.0
802,Easton - Oliver Ames High,880505,ENGLISH LANGUAGE ARTS,143,0.99,15.0
803,Easton - Oliver Ames High,880505,MATHEMATICS,146,0.9329999999999999,15.0
805,Easton - Richardson - Olmsted School,880025,ENGLISH LANGUAGE ARTS,426,0.826,15.0
806,Easton - Richardson - Olmsted School,880025,MATHEMATICS,425,0.8440000000000001,15.0
809,Edward M. Kennedy Academy for Health Careers - Edward M. Kennedy Academy for Health Careers,4520505,ENGLISH LANGUAGE ARTS,23,0.935,15.0
810,Edward M. Kennedy Academy for Health Careers - Edward M. Kennedy Academy for Health Careers,4520505,MATHEMATICS,23,0.8590000000000001,15.0
815,Everett - Everett High,930505,ENGLISH LANGUAGE ARTS,249,0.934,15.0
816,Everett - Everett High,930505,MATHEMATICS,251,0.831,15.0
825,Fairhaven - Fairhaven High,940505,ENGLISH LANGUAGE ARTS,80,0.966,15.0
826,Fairhaven - Fairhaven High,940505,MATHEMATICS,80,0.941,15.0
832,Fall River - B M C Durfee High,950505,ENGLISH LANGUAGE ARTS,256,0.9229999999999999,15.0
833,Fall River - B M C Durfee High,950505,MATHEMATICS,253,0.8029999999999999,15.0
835,Fall River - Carlton M. Viveiros Elementary School,950009,ENGLISH LANGUAGE ARTS,129,0.7440000000000001,15.0
836,Fall River - Carlton M. Viveiros Elementary School,950009,MATHEMATICS,129,0.828,15.0
841,Fall River - James Tansey,950140,ENGLISH LANGUAGE ARTS,80,0.763,15.0
842,Fall River - James Tansey,950140,MATHEMATICS,78,0.782,15.0
844,Fall River - John J Doran,950045,ENGLISH LANGUAGE ARTS,162,0.713,15.0
845,Fall River - John J Doran,950045,MATHEMATICS,162,0.665,15.0
847,Fall River - Letourneau Elementary School,950013,ENGLISH LANGUAGE ARTS,120,0.604,15.0
848,Fall River - Letourneau Elementary School,950013,MATHEMATICS,120,0.688,15.0
850,Fall River - Mary Fonseca Elementary School,950011,ENGLISH LANGUAGE ARTS,186,0.6759999999999999,15.0
851,Fall River - Mary Fonseca Elementary School,950011,MATHEMATICS,186,0.71,15.0
853,Fall River - Matthew J Kuss Middle,950320,ENGLISH LANGUAGE ARTS,344,0.8190000000000001,15.0
854,Fall River - Matthew J Kuss Middle,950320,MATHEMATICS,342,0.754,15.0
856,Fall River - Morton Middle,950315,ENGLISH LANGUAGE ARTS,284,0.7829999999999999,15.0
857,Fall River - Morton Middle,950315,MATHEMATICS,283,0.691,15.0
859,Fall River - North End Elementary,950005,ENGLISH LANGUAGE ARTS,188,0.826,15.0
860,Fall River - North End Elementary,950005,MATHEMATICS,189,0.851,15.0
865,Fall River - Samuel Watson,950145,ENGLISH LANGUAGE ARTS,61,0.5820000000000001,15.0
866,Fall River - Samuel Watson,950145,MATHEMATICS,61,0.525,15.0
868,Fall River - Spencer Borden,950130,ENGLISH LANGUAGE ARTS,139,0.8059999999999999,15.0
869,Fall River - Spencer Borden,950130,MATHEMATICS,139,0.835,15.0
873,Fall River - Talbot Innovation School,950305,ENGLISH LANGUAGE ARTS,301,0.6609999999999999,15.0
874,Fall River - Talbot Innovation School,950305,MATHEMATICS,300,0.521,15.0
876,Fall River - William S Greene,950065,ENGLISH LANGUAGE ARTS,186,0.637,15.0
877,Fall River - William S Greene,950065,MATHEMATICS,186,0.7070000000000001,15.0
879,Falmouth - Falmouth High,960505,ENGLISH LANGUAGE ARTS,128,0.982,15.0
880,Falmouth - Falmouth High,960505,MATHEMATICS,125,0.95,15.0
884,Farmington River Reg - Farmington River Elementary,6620020,ENGLISH LANGUAGE ARTS,27,0.907,15.0
885,Farmington River Reg - Farmington River Elementary,6620020,MATHEMATICS,27,0.843,15.0
887,Fitchburg - Fitchburg High,970505,ENGLISH LANGUAGE ARTS,132,0.92,15.0
888,Fitchburg - Fitchburg High,970505,MATHEMATICS,128,0.779,15.0
894,Foxborough - Foxborough High,990505,ENGLISH LANGUAGE ARTS,112,0.987,15.0
895,Foxborough - Foxborough High,990505,MATHEMATICS,112,0.96,15.0
903,Framingham - Framingham High School,1000515,ENGLISH LANGUAGE ARTS,253,0.978,15.0
904,Framingham - Framingham High School,1000515,MATHEMATICS,251,0.9309999999999999,15.0
913,Francis W. Parker Charter Essential - Francis W. Parker Charter Essential School,4780505,ENGLISH LANGUAGE ARTS,107,0.951,15.0
914,Francis W. Parker Charter Essential - Francis W. Parker Charter Essential School,4780505,MATHEMATICS,106,0.927,15.0
918,Franklin - Franklin High,1010505,ENGLISH LANGUAGE ARTS,177,1.0,15.0
919,Franklin - Franklin High,1010505,MATHEMATICS,177,0.973,15.0
928,Franklin County Regional Vocational Technical - Franklin County Technical,8180605,ENGLISH LANGUAGE ARTS,77,0.951,15.0
929,Franklin County Regional Vocational Technical - Franklin County Technical,8180605,MATHEMATICS,77,0.867,15.0
931,Freetown-Lakeville - Apponequet Regional High,6650505,ENGLISH LANGUAGE ARTS,71,0.993,15.0
932,Freetown-Lakeville - Apponequet Regional High,6650505,MATHEMATICS,71,0.968,15.0
938,Freetown-Lakeville - Freetown-Lakeville Middle School,6650305,ENGLISH LANGUAGE ARTS,405,0.917,15.0
939,Freetown-Lakeville - Freetown-Lakeville Middle School,6650305,MATHEMATICS,405,0.826,15.0
941,Freetown-Lakeville - George R Austin Intermediate School,6650015,ENGLISH LANGUAGE ARTS,232,0.804,15.0
942,Freetown-Lakeville - George R Austin Intermediate School,6650015,MATHEMATICS,233,0.8140000000000001,15.0
944,Frontier - Frontier Regional,6700505,ENGLISH LANGUAGE ARTS,169,0.9079999999999999,15.0
945,Frontier - Frontier Regional,6700505,MATHEMATICS,169,0.8059999999999999,15.0
952,Gateway - Gateway Regional High,6720505,ENGLISH LANGUAGE ARTS,24,0.99,15.0
953,Gateway - Gateway Regional High,6720505,MATHEMATICS,24,0.885,15.0
957,Georgetown - Georgetown High School,1050505,ENGLISH LANGUAGE ARTS,40,0.988,15.0
958,Georgetown - Georgetown High School,1050505,MATHEMATICS,40,0.9440000000000001,15.0
963,Georgetown - Penn Brook,1050010,ENGLISH LANGUAGE ARTS,168,0.818,15.0
964,Georgetown - Penn Brook,1050010,MATHEMATICS,168,0.836,15.0
968,Gill-Montague - Turners Fall High,6740505,ENGLISH LANGUAGE ARTS,29,0.94,15.0
969,Gill-Montague - Turners Fall High,6740505,MATHEMATICS,28,0.893,15.0
971,Global Learning Charter Public - Global Learning Charter Public School,4960305,ENGLISH LANGUAGE ARTS,189,0.843,15.0
972,Global Learning Charter Public - Global Learning Charter Public School,4960305,MATHEMATICS,188,0.8109999999999999,15.0
976,Gloucester - Gloucester High,1070505,ENGLISH LANGUAGE ARTS,87,0.983,15.0
977,Gloucester - Gloucester High,1070505,MATHEMATICS,87,0.899,15.0
983,Grafton - Grafton High School,1100505,ENGLISH LANGUAGE ARTS,85,0.988,15.0
984,Grafton - Grafton High School,1100505,MATHEMATICS,87,0.9279999999999999,15.0
986,Grafton - Grafton Middle,1100305,ENGLISH LANGUAGE ARTS,259,0.9209999999999999,15.0
987,Grafton - Grafton Middle,1100305,MATHEMATICS,260,0.84,15.0
989,Grafton - Millbury Street Elementary School,1100200,ENGLISH LANGUAGE ARTS,273,0.878,15.0
990,Grafton - Millbury Street Elementary School,1100200,MATHEMATICS,273,0.841,15.0
1003,Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,8210605,ENGLISH LANGUAGE ARTS,197,0.9890000000000001,15.0
1004,Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,8210605,MATHEMATICS,198,0.889,15.0
1006,Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,8230605,ENGLISH LANGUAGE ARTS,176,0.925,15.0
1007,Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,8230605,MATHEMATICS,176,0.795,15.0
1009,Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,8280605,ENGLISH LANGUAGE ARTS,259,0.9570000000000001,15.0
1010,Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,8280605,MATHEMATICS,260,0.898,15.0
1012,Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,8250605,ENGLISH LANGUAGE ARTS,239,0.96,15.0
1013,Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,8250605,MATHEMATICS,237,0.8859999999999999,15.0
1017,Groton-Dunstable - Groton Dunstable Regional,6730505,ENGLISH LANGUAGE ARTS,103,0.998,15.0
1018,Groton-Dunstable - Groton Dunstable Regional,6730505,MATHEMATICS,103,1.0,15.0
1021,Hadley - Hadley Elementary,1170015,ENGLISH LANGUAGE ARTS,99,0.848,15.0
1022,Hadley - Hadley Elementary,1170015,MATHEMATICS,99,0.846,15.0
1024,Hadley - Hopkins Academy,1170505,ENGLISH LANGUAGE ARTS,61,0.91,15.0
1025,Hadley - Hopkins Academy,1170505,MATHEMATICS,62,0.7979999999999999,15.0
1027,Halifax - Halifax Elementary,1180005,ENGLISH LANGUAGE ARTS,182,0.8640000000000001,15.0
1028,Halifax - Halifax Elementary,1180005,MATHEMATICS,182,0.87,15.0
1036,Hamilton-Wenham - Hamilton-Wenham Regional High,6750505,ENGLISH LANGUAGE ARTS,71,1.0,15.0
1037,Hamilton-Wenham - Hamilton-Wenham Regional High,6750505,MATHEMATICS,71,0.975,15.0
1046,Hampden-Wilbraham - Green Meadows Elementary,6800005,ENGLISH LANGUAGE ARTS,41,0.78,15.0
1047,Hampden-Wilbraham - Green Meadows Elementary,6800005,MATHEMATICS,41,0.945,15.0
1048,Hampden-Wilbraham - Minnechaug Regional High,6800505,ENGLISH LANGUAGE ARTS,147,0.993,15.0
1049,Hampden-Wilbraham - Minnechaug Regional High,6800505,MATHEMATICS,147,0.966,15.0
1051,Hampden-Wilbraham - Soule Road,6800030,ENGLISH LANGUAGE ARTS,179,0.8170000000000001,15.0
1052,Hampden-Wilbraham - Soule Road,6800030,MATHEMATICS,180,0.826,15.0
1056,Hampden-Wilbraham - Thornton Burgess,6800305,ENGLISH LANGUAGE ARTS,140,0.841,15.0
1057,Hampden-Wilbraham - Thornton Burgess,6800305,MATHEMATICS,140,0.759,15.0
1059,Hampden-Wilbraham - Wilbraham Middle,6800310,ENGLISH LANGUAGE ARTS,236,0.934,15.0
1060,Hampden-Wilbraham - Wilbraham Middle,6800310,MATHEMATICS,235,0.8029999999999999,15.0
1062,Hampshire - Hampshire Regional High,6830505,ENGLISH LANGUAGE ARTS,183,0.9359999999999999,15.0
1063,Hampshire - Hampshire Regional High,6830505,MATHEMATICS,184,0.795,15.0
1065,Hanover - Hanover High,1220505,ENGLISH LANGUAGE ARTS,89,0.9940000000000001,15.0
1066,Hanover - Hanover High,1220505,MATHEMATICS,90,0.978,15.0
1069,Harvard - Bromfield,1250505,ENGLISH LANGUAGE ARTS,206,0.976,15.0
1070,Harvard - Bromfield,1250505,MATHEMATICS,206,0.943,15.0
1072,Harvard - Hildreth Elementary School,1250005,ENGLISH LANGUAGE ARTS,128,0.902,15.0
1073,Harvard - Hildreth Elementary School,1250005,MATHEMATICS,128,0.9279999999999999,15.0
1086,Haverhill - Haverhill High,1280505,ENGLISH LANGUAGE ARTS,258,0.9520000000000001,15.0
1087,Haverhill - Haverhill High,1280505,MATHEMATICS,260,0.847,15.0
1092,Helen Y. Davis Leadership Academy Charter Public (District) - Helen Y. Davis Leadership Academy Charter Public School,4190305,ENGLISH LANGUAGE ARTS,101,0.851,15.0
1093,Helen Y. Davis Leadership Academy Charter Public (District) - Helen Y. Davis Leadership Academy Charter Public School,4190305,MATHEMATICS,101,0.738,15.0
1096,Hilltown Cooperative Charter  Public - Hilltown Cooperative Charter Public School,4500105,ENGLISH LANGUAGE ARTS,69,0.909,15.0
1097,Hilltown Cooperative Charter  Public - Hilltown Cooperative Charter Public School,4500105,MATHEMATICS,69,0.8440000000000001,15.0
1102,Hingham - Hingham High,1310505,ENGLISH LANGUAGE ARTS,153,0.997,15.0
1103,Hingham - Hingham High,1310505,MATHEMATICS,153,0.9840000000000001,15.0
1105,Hingham - Hingham Middle School,1310410,ENGLISH LANGUAGE ARTS,505,0.958,15.0
1106,Hingham - Hingham Middle School,1310410,MATHEMATICS,504,0.883,15.0
1108,Hingham - Plymouth River,1310019,ENGLISH LANGUAGE ARTS,139,0.953,15.0
1109,Hingham - Plymouth River,1310019,MATHEMATICS,139,0.9590000000000001,15.0
1111,Hingham - South Elementary,1310020,ENGLISH LANGUAGE ARTS,153,0.9359999999999999,15.0
1112,Hingham - South Elementary,1310020,MATHEMATICS,153,0.9279999999999999,15.0
1114,Hingham - Wm L Foster Elementary,1310010,ENGLISH LANGUAGE ARTS,123,0.917,15.0
1115,Hingham - Wm L Foster Elementary,1310010,MATHEMATICS,123,0.955,15.0
1126,Holliston - Holliston High,1360505,ENGLISH LANGUAGE ARTS,103,0.995,15.0
1127,Holliston - Holliston High,1360505,MATHEMATICS,101,0.983,15.0
1129,Holliston - Miller School,1360007,ENGLISH LANGUAGE ARTS,306,0.8640000000000001,15.0
1130,Holliston - Miller School,1360007,MATHEMATICS,306,0.892,15.0
1132,Holliston - Robert H. Adams Middle School,1360305,ENGLISH LANGUAGE ARTS,352,0.9259999999999999,15.0
1133,Holliston - Robert H. Adams Middle School,1360305,MATHEMATICS,352,0.883,15.0
1140,Holyoke - Holyoke High,1370505,ENGLISH LANGUAGE ARTS,152,0.9129999999999999,15.0
1141,Holyoke - Holyoke High,1370505,MATHEMATICS,147,0.821,15.0
1161,Holyoke - Wm J Dean Vocational Technical High,1370605,ENGLISH LANGUAGE ARTS,44,0.71,15.0
1162,Holyoke - Wm J Dean Vocational Technical High,1370605,MATHEMATICS,42,0.536,15.0
1165,Hopedale - Hopedale Jr Sr High,1380505,ENGLISH LANGUAGE ARTS,135,0.9570000000000001,15.0
1166,Hopedale - Hopedale Jr Sr High,1380505,MATHEMATICS,134,0.903,15.0
1168,Hopedale - Memorial,1380010,ENGLISH LANGUAGE ARTS,191,0.912,15.0
1169,Hopedale - Memorial,1380010,MATHEMATICS,191,0.893,15.0
1173,Hopkinton - Hopkins Elementary School,1390015,ENGLISH LANGUAGE ARTS,259,0.889,15.0
1174,Hopkinton - Hopkins Elementary School,1390015,MATHEMATICS,260,0.889,15.0
1176,Hopkinton - Hopkinton High,1390505,ENGLISH LANGUAGE ARTS,113,0.993,15.0
1177,Hopkinton - Hopkinton High,1390505,MATHEMATICS,113,0.9890000000000001,15.0
1179,Hopkinton - Hopkinton Middle School,1390305,ENGLISH LANGUAGE ARTS,418,0.953,15.0
1180,Hopkinton - Hopkinton Middle School,1390305,MATHEMATICS,421,0.902,15.0
1182,Hudson - C A Farley,1410030,ENGLISH LANGUAGE ARTS,92,0.802,15.0
1183,Hudson - C A Farley,1410030,MATHEMATICS,91,0.802,15.0
1184,Hudson - David J. Quinn Middle School,1410410,ENGLISH LANGUAGE ARTS,331,0.82,15.0
1185,Hudson - David J. Quinn Middle School,1410410,MATHEMATICS,330,0.741,15.0
1187,Hudson - Forest Avenue Elementary,1410015,ENGLISH LANGUAGE ARTS,69,0.768,15.0
1188,Hudson - Forest Avenue Elementary,1410015,MATHEMATICS,71,0.8170000000000001,15.0
1189,Hudson - Hudson High,1410505,ENGLISH LANGUAGE ARTS,192,0.904,15.0
1190,Hudson - Hudson High,1410505,MATHEMATICS,189,0.767,15.0
1192,Hudson - Mulready Elementary,1410007,ENGLISH LANGUAGE ARTS,59,0.8220000000000001,15.0
1193,Hudson - Mulready Elementary,1410007,MATHEMATICS,60,0.833,15.0
1194,Hull - Hull High,1420505,ENGLISH LANGUAGE ARTS,51,0.941,15.0
1195,Hull - Hull High,1420505,MATHEMATICS,50,0.9,15.0
1200,Ipswich - Ipswich High,1440505,ENGLISH LANGUAGE ARTS,74,0.986,15.0
1201,Ipswich - Ipswich High,1440505,MATHEMATICS,73,0.9690000000000001,15.0
1203,Ipswich - Ipswich Middle School,1440305,ENGLISH LANGUAGE ARTS,244,0.9009999999999999,15.0
1204,Ipswich - Ipswich Middle School,1440305,MATHEMATICS,245,0.7979999999999999,15.0
1206,Ipswich - Paul F Doyon Memorial,1440007,ENGLISH LANGUAGE ARTS,93,0.89,15.0
1207,Ipswich - Paul F Doyon Memorial,1440007,MATHEMATICS,93,0.828,15.0
1209,Ipswich - Winthrop,1440015,ENGLISH LANGUAGE ARTS,117,0.8440000000000001,15.0
1210,Ipswich - Winthrop,1440015,MATHEMATICS,117,0.887,15.0
1215,King Philip - King Philip Regional High,6900505,ENGLISH LANGUAGE ARTS,165,0.988,15.0
1216,King Philip - King Philip Regional High,6900505,MATHEMATICS,163,0.9540000000000001,15.0
1230,Lawrence - Business Management & Finance High School,1490530,ENGLISH LANGUAGE ARTS,47,0.872,15.0
1231,Lawrence - Business Management & Finance High School,1490530,MATHEMATICS,47,0.7290000000000001,15.0
1251,Lawrence - Health & Human Services High School,1490531,ENGLISH LANGUAGE ARTS,39,0.9620000000000001,15.0
1252,Lawrence - Health & Human Services High School,1490531,MATHEMATICS,39,0.872,15.0
1254,Lawrence - Humanities & Leadership Development High School,1490532,ENGLISH LANGUAGE ARTS,51,0.971,15.0
1255,Lawrence - Humanities & Leadership Development High School,1490532,MATHEMATICS,50,0.82,15.0
1257,Lawrence - International High School,1490534,ENGLISH LANGUAGE ARTS,53,0.344,15.0
1258,Lawrence - International High School,1490534,MATHEMATICS,52,0.26899999999999996,15.0
1263,"Lawrence - Math, Science & Technology High School",1490533,ENGLISH LANGUAGE ARTS,93,0.9329999999999999,15.0
1264,"Lawrence - Math, Science & Technology High School",1490533,MATHEMATICS,91,0.8190000000000001,15.0
1272,Lawrence - Performing & Fine Arts High School,1490535,ENGLISH LANGUAGE ARTS,58,0.853,15.0
1273,Lawrence - Performing & Fine Arts High School,1490535,MATHEMATICS,58,0.638,15.0
1294,Lawrence Family Development Charter - Lawrence Family Development Charter School,4540205,ENGLISH LANGUAGE ARTS,151,0.9059999999999999,15.0
1295,Lawrence Family Development Charter - Lawrence Family Development Charter School,4540205,MATHEMATICS,151,0.871,15.0
1297,Lee - Lee Elementary,1500025,ENGLISH LANGUAGE ARTS,96,0.76,15.0
1298,Lee - Lee Elementary,1500025,MATHEMATICS,96,0.7859999999999999,15.0
1300,Lee - Lee Middle/High School,1500505,ENGLISH LANGUAGE ARTS,78,0.907,15.0
1301,Lee - Lee Middle/High School,1500505,MATHEMATICS,78,0.8170000000000001,15.0
1303,Leicester - Leicester High,1510505,ENGLISH LANGUAGE ARTS,48,0.953,15.0
1304,Leicester - Leicester High,1510505,MATHEMATICS,47,0.92,15.0
1308,Lenox - Lenox Memorial High,1520505,ENGLISH LANGUAGE ARTS,100,0.94,15.0
1309,Lenox - Lenox Memorial High,1520505,MATHEMATICS,101,0.8490000000000001,15.0
1311,Lenox - Morris,1520015,ENGLISH LANGUAGE ARTS,78,0.8909999999999999,15.0
1312,Lenox - Morris,1520015,MATHEMATICS,78,0.888,15.0
1319,Leominster - Leominster High School,1530505,ENGLISH LANGUAGE ARTS,122,0.951,15.0
1320,Leominster - Leominster High School,1530505,MATHEMATICS,123,0.892,15.0
1326,Lexington - Bowman,1550008,ENGLISH LANGUAGE ARTS,146,0.937,15.0
1327,Lexington - Bowman,1550008,MATHEMATICS,146,0.938,15.0
1329,Lexington - Bridge,1550006,ENGLISH LANGUAGE ARTS,159,0.932,15.0
1330,Lexington - Bridge,1550006,MATHEMATICS,158,0.937,15.0
1332,Lexington - Fiske,1550015,ENGLISH LANGUAGE ARTS,123,0.925,15.0
1333,Lexington - Fiske,1550015,MATHEMATICS,123,0.943,15.0
1335,Lexington - Harrington,1550030,ENGLISH LANGUAGE ARTS,110,0.93,15.0
1336,Lexington - Harrington,1550030,MATHEMATICS,110,0.95,15.0
1338,Lexington - Jonas Clarke Middle,1550305,ENGLISH LANGUAGE ARTS,400,0.9640000000000001,15.0
1339,Lexington - Jonas Clarke Middle,1550305,MATHEMATICS,402,0.955,15.0
1341,Lexington - Joseph Estabrook,1550010,ENGLISH LANGUAGE ARTS,115,0.9329999999999999,15.0
1342,Lexington - Joseph Estabrook,1550010,MATHEMATICS,115,0.946,15.0
1344,Lexington - Lexington High,1550505,ENGLISH LANGUAGE ARTS,244,1.0,15.0
1345,Lexington - Lexington High,1550505,MATHEMATICS,246,0.997,15.0
1347,Lexington - Maria Hastings,1550035,ENGLISH LANGUAGE ARTS,115,0.9570000000000001,15.0
1348,Lexington - Maria Hastings,1550035,MATHEMATICS,115,0.937,15.0
1350,Lexington - Wm Diamond Middle,1550310,ENGLISH LANGUAGE ARTS,388,0.9690000000000001,15.0
1351,Lexington - Wm Diamond Middle,1550310,MATHEMATICS,386,0.9570000000000001,15.0
1353,Lincoln - Hanscom Middle,1570305,ENGLISH LANGUAGE ARTS,90,0.8140000000000001,15.0
1354,Lincoln - Hanscom Middle,1570305,MATHEMATICS,88,0.7609999999999999,15.0
1358,Lincoln - Lincoln School,1570025,ENGLISH LANGUAGE ARTS,183,0.937,15.0
1359,Lincoln - Lincoln School,1570025,MATHEMATICS,183,0.922,15.0
1361,Lincoln-Sudbury - Lincoln-Sudbury Regional High,6950505,ENGLISH LANGUAGE ARTS,193,0.995,15.0
1362,Lincoln-Sudbury - Lincoln-Sudbury Regional High,6950505,MATHEMATICS,193,0.981,15.0
1364,Littleton - Littleton High School,1580505,ENGLISH LANGUAGE ARTS,68,0.9890000000000001,15.0
1365,Littleton - Littleton High School,1580505,MATHEMATICS,68,0.9670000000000001,15.0
1367,Littleton - Littleton Middle School,1580305,ENGLISH LANGUAGE ARTS,153,0.8740000000000001,15.0
1368,Littleton - Littleton Middle School,1580305,MATHEMATICS,153,0.81,15.0
1370,Littleton - Russell St Elementary,1580015,ENGLISH LANGUAGE ARTS,167,0.856,15.0
1371,Littleton - Russell St Elementary,1580015,MATHEMATICS,166,0.89,15.0
1373,Longmeadow - Blueberry Hill,1590005,ENGLISH LANGUAGE ARTS,141,0.9179999999999999,15.0
1374,Longmeadow - Blueberry Hill,1590005,MATHEMATICS,141,0.895,15.0
1376,Longmeadow - Center,1590010,ENGLISH LANGUAGE ARTS,93,0.925,15.0
1377,Longmeadow - Center,1590010,MATHEMATICS,93,0.93,15.0
1379,Longmeadow - Glenbrook Middle,1590017,ENGLISH LANGUAGE ARTS,155,0.932,15.0
1380,Longmeadow - Glenbrook Middle,1590017,MATHEMATICS,155,0.895,15.0
1382,Longmeadow - Longmeadow High,1590505,ENGLISH LANGUAGE ARTS,109,0.995,15.0
1383,Longmeadow - Longmeadow High,1590505,MATHEMATICS,109,0.963,15.0
1385,Longmeadow - Williams Middle,1590305,ENGLISH LANGUAGE ARTS,186,0.95,15.0
1386,Longmeadow - Williams Middle,1590305,MATHEMATICS,185,0.912,15.0
1388,Longmeadow - Wolf Swamp Road,1590025,ENGLISH LANGUAGE ARTS,97,0.853,15.0
1389,Longmeadow - Wolf Swamp Road,1590025,MATHEMATICS,98,0.875,15.0
1429,Lowell - Lowell High,1600505,ENGLISH LANGUAGE ARTS,319,0.9329999999999999,15.0
1430,Lowell - Lowell High,1600505,MATHEMATICS,322,0.8590000000000001,15.0
1448,Ludlow - Ludlow Senior High,1610505,ENGLISH LANGUAGE ARTS,113,0.94,15.0
1449,Ludlow - Ludlow Senior High,1610505,MATHEMATICS,114,0.895,15.0
1457,Lunenburg - Lunenburg High,1620505,ENGLISH LANGUAGE ARTS,106,0.965,15.0
1458,Lunenburg - Lunenburg High,1620505,MATHEMATICS,105,0.895,15.0
1462,Lunenburg - Turkey Hill Middle,1620020,ENGLISH LANGUAGE ARTS,264,0.85,15.0
1463,Lunenburg - Turkey Hill Middle,1620020,MATHEMATICS,266,0.8440000000000001,15.0
1480,Lynn - Classical High,1630505,ENGLISH LANGUAGE ARTS,184,0.871,15.0
1481,Lynn - Classical High,1630505,MATHEMATICS,185,0.7340000000000001,15.0
1507,Lynn - Lynn English High,1630510,ENGLISH LANGUAGE ARTS,193,0.856,15.0
1508,Lynn - Lynn English High,1630510,MATHEMATICS,191,0.725,15.0
1539,Lynnfield - Huckleberry Hill,1640010,ENGLISH LANGUAGE ARTS,89,0.9470000000000001,15.0
1540,Lynnfield - Huckleberry Hill,1640010,MATHEMATICS,89,0.98,15.0
1541,Lynnfield - Lynnfield High,1640505,ENGLISH LANGUAGE ARTS,68,0.9890000000000001,15.0
1542,Lynnfield - Lynnfield High,1640505,MATHEMATICS,68,0.978,15.0
1544,Lynnfield - Lynnfield Middle School,1640405,ENGLISH LANGUAGE ARTS,367,0.9440000000000001,15.0
1545,Lynnfield - Lynnfield Middle School,1640405,MATHEMATICS,369,0.902,15.0
1547,Lynnfield - Summer Street,1640020,ENGLISH LANGUAGE ARTS,95,0.966,15.0
1548,Lynnfield - Summer Street,1640020,MATHEMATICS,95,0.976,15.0
